"gender","condtn","wave","round","position","order","partner","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","satis_2","length","numdat_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","you_call","them_cal","date_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3"
0,2,4,18,3,9,2,0,-0.31,1,26,2,18,18,18,19,13,14,0,3,5,6,4,6,3,2,1,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,6,9,8,7,7,6,6,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,3,4,0,-0.29,1,29,2,50,7,20,23,0,0,1,8,8,7,7,7,5,7,5,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,7,9,9,8,9,5,2,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,18,6,1,0.64,1,28,2,30,30,20,10,10,0,1,9,8,8,7,7,6,9,9,1,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,1,9,9,9,9,9,9,9,10,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,13,7,0,0.13,0,30,6,20,25,25,15,5,10,0,9,8,8,9,8,7,8,9,1,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,1,8,9,10,10,9,9,10,10,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,16,8,0,0.31,0,22,4,40,8,10,12,10,20,0,8,9,9,6,9,2,6,2,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,5,9,8,6,6,6,5,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,2,9,0,-0.35,1,32,2,30,10,30,20,10,0,0,3,7,7,1,3,2,3,5,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,6,10,9,6,7,5,5,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,17,10,0,-0.19,1,26,2,40,5,20,10,10,15,1,8,7,8,7,8,5,7,6,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,8,9,8,7,8,5,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,8,11,1,0.56,1,27,2,20,15,25,15,20,5,1,7,7,7,6,7,6,7,7,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,1,9,9,9,8,8,7,9,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,11,12,0,-0.22,0,25,1,30,15,20,20,0,5,1,7,8,9,6,8,5,7,5,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,6,9,9,7,7,5,5,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,10,14,0,0.58,1,21,2,19,24,21,23,5,8,0,8,7,9,6,9,4,7,6,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,9,9,10,10,7,6,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,14,15,0,0.39,1,24,2,10,20,35,20,0,15,0,6,5,7,6,6,4,5,3,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,9,9,8,10,8,7,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,6,16,0,0.58,0,25,4,15,10,30,10,5,30,0,8,10,8,6,8,3,5,5,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,8,10,10,8,8,6,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,5,17,0,0.36,1,28,2,20,20,15,15,5,25,0,5,7,8,5,9,6,6,6,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,7,10,10,10,7,6,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,3,4,18,0,0.08,0,27,4,20,20,20,20,10,10,0,7,7,6,6,8,7,7,3,2,27,8,2,3,2,1,7,3,2,2,2,2,10,8,8,7,8,9,8,1,9,8,8,9,4,2,5,25,15,20,20,20,0,50,10,10,20,5,5,8,9,8,9,10,0,7,10,10,9,9,6,8,5,2,2,3,3,35,15,15,15,15,5,7,10,8,6,10,0,0,0,60,10,10,5,10,5,7,10,9,6,10
0,2,4,18,4,8,1,0,0.37,1,28,4,20,20,20,10,10,20,0,5,6,9,3,3,3,3,3,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,0,5,5,0,9,0,2,0,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,10,2,0,0.32,0,26,2,18,18,18,19,13,14,0,3,8,5,4,5,4,3,2,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,8,8,7,8,6,4,8,3,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,4,4,0,0.38,0,29,2,50,7,20,23,0,0,0,3,7,8,4,9,5,4,5,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,7,6,8,7,7,5,7,3,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,14,7,0,0.31,0,30,6,20,25,25,15,5,10,0,8,7,7,2,4,2,4,1,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,5,8,8,6,7,4,6,1,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,17,8,0,0.08,1,22,4,40,8,10,12,10,20,1,6,9,9,6,8,6,6,5,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,4,8,8,4,5,4,4,1,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,3,9,0,0.22,0,32,2,30,10,30,20,10,0,0,3,7,7,2,2,2,4,5,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,5,7,6,5,6,5,5,4,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,18,10,0,-0.05,0,26,2,40,5,20,10,10,15,0,6,7,8,5,5,5,5,3,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,4,8,5,6,4,4,4,0,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,9,11,0,0.05,0,27,2,20,15,25,15,20,5,0,10,10,10,10,10,10,10,1,1,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,10,10,10,10,10,7,8,0,1,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,12,12,0,0.28,0,25,1,30,15,20,20,0,5,0,6,7,7,5,6,5,6,3,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,5,7,6,7,7,6,5,4,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,11,14,0,0.23,0,21,2,19,24,21,23,5,8,0,7,8,8,6,6,2,4,4,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,6,7,8,7,8,6,6,0,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,15,15,0,0.52,0,24,2,10,20,35,20,0,15,0,6,8,7,6,5,3,5,4,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,7,7,6,6,4,5,7,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,7,16,1,0.4,1,25,4,15,10,30,10,5,30,1,7,10,8,6,8,3,5,5,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,1,6,7,7,5,6,7,7,2,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,4,5,18,0,0.74,1,27,4,20,20,20,20,10,10,0,3,8,5,4,5,7,6,5,2,23,10,4,4,1,2,7,7,10,8,9,6,5,8,9,6,3,1,10,6,7,8,7,6,4,1,5,15,21,18,18,10,18,10,25,15,15,10,25,5,8,5,7,5,0,6,9,7,6,6,8,5,4,2,6,1,2,15,20,20,15,10,20,3,7,8,6,2,0,0,0,10,20,20,20,10,20,6,6,8,6,4
0,2,4,18,11,5,3,0,0.28,0,26,3,10,20,20,22,6,22,1,8,8,8,8,8,7,8,7,2,25,1,6,6,8,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,4,6,6,6,6,5,5,2,2,6,3,3,20,2,30,35,3,10,8,7,8,7,7,0,3,0,25,2,30,30,5,8,7,8,8,7,7
0,2,4,18,11,10,9,0,-0.21,0,32,2,30,10,30,20,10,0,1,7,7,8,8,10,7,8,7,2,25,1,6,6,8,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,4,6,7,6,5,3,5,2,2,6,3,3,20,2,30,35,3,10,8,7,8,7,7,0,3,0,25,2,30,30,5,8,7,8,8,7,7
0,2,4,18,11,4,15,0,0.39,0,24,2,10,20,35,20,0,15,1,8,7,7,9,8,4,7,5,2,25,1,6,6,8,1,3,2,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,15,3,50,20,2,10,65,0,8,20,2,5,6,7,7,9,8,0,9,7,8,7,6,7,3,2,2,6,3,3,20,2,30,35,3,10,8,7,8,7,7,0,3,0,25,2,30,30,5,8,7,8,8,7,7
0,2,4,18,17,3,1,0,0.64,0,28,4,20,20,20,10,10,20,0,9,8,8,6,7,7,6,5,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,3,9,3,8,5,3,3,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,5,2,0,-0.23,1,26,2,18,18,18,19,13,14,1,6,6,7,7,4,5,6,4,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,8,9,4,8,3,4,5,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,17,4,1,0.17,1,29,2,50,7,20,23,0,0,1,8,7,8,6,8,9,6,5,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,10,10,10,8,9,10,9,8,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,14,6,1,0.59,1,28,2,30,30,20,10,10,0,1,6,7,8,5,7,7,8,9,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,10,10,9,10,9,9,9,9,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,9,7,0,0.54,0,30,6,20,25,25,15,5,10,0,9,8,8,7,6,6,6,3,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,6,8,9,4,9,5,6,6,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,16,9,0,0.12,1,32,2,30,10,30,20,10,0,1,7,8,8,6,8,7,7,7,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,4,8,9,7,8,6,7,5,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,13,10,0,0.2,1,26,2,40,5,20,10,10,15,0,6,6,6,6,6,6,6,3,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,8,7,8,5,8,5,5,3,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,4,11,0,0.8,1,27,2,20,15,25,15,20,5,1,9,8,6,6,6,6,7,5,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,8,8,8,7,8,7,6,5,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,7,12,1,0.03,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,6,7,3,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,7,8,9,9,8,8,7,6,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,6,14,1,0.8,1,21,2,19,24,21,23,5,8,1,9,9,9,9,9,8,8,6,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,8,9,9,10,9,9,8,8,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,10,15,0,0.72,1,24,2,10,20,35,20,0,15,0,8,7,6,6,8,2,6,4,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,8,9,10,9,8,9,8,9,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,2,16,1,0.6,0,25,4,15,10,30,10,5,30,1,9,10,8,6,8,3,8,5,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,1,7,9,9,7,9,7,7,8,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,17,18,18,0,0.5,0,27,4,20,20,20,20,10,10,0,7,6,6,3,4,4,4,4,2,29,9,2,1,2,5,6,1,7,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,5,10,20,20,20,20,10,30,10,10,30,10,10,9,10,9,9,9,0,6,7,8,7,8,5,6,5,2,6,1,2,20,20,15,20,10,15,7,9,9,9,8,1,4,1,15,20,15,20,15,15,8,10,8,9,8
0,2,4,18,18,4,1,0,0.27,0,28,4,20,20,20,10,10,20,1,7,9,9,8,6,7,7,5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,6,6,7,7,8,6,7,5,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,6,2,1,-0.57,1,26,2,18,18,18,19,13,14,1,5,7,7,8,5,6,6,5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,8,7,7,7,7,8,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,10,7,1,0.17,0,30,6,20,25,25,15,5,10,1,8,9,10,10,8,7,8,6,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7.5,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,17,9,0,-0.15,1,32,2,30,10,30,20,10,0,1,7,7,7,6,6,5,6,6,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,6,7,7,6,7,6,6.5,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,14,10,0,-0.06,1,26,2,40,5,20,10,10,15,0,6,7,7,8,7,6,7,5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,5,11,1,0.45,1,27,2,20,15,25,15,20,5,1,7,8,6,8,6,6,7,5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,8,8,7,8,8,8,8,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,8,12,0,-0.36,0,25,1,30,15,20,20,0,5,1,8,7,8,7,6,5,7,4,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,16,13,0,0.37,0,22,3,10,20,35,10,5,20,1,9,10,10,8,8,8,10,6,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,7,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,7,14,0,0.23,1,21,2,19,24,21,23,5,8,1,7.5,8.5,9,9.5,9.5,9,8,6.5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,11,15,0,0.09,1,24,2,10,20,35,20,0,15,1,8,8,7,7,6,4,7,4,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,7,7,6,7,4,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,3,16,0,0.34,0,25,4,15,10,30,10,5,30,1,7,10,8,7,7,3,8,5,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,6,7,6,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,2,17,0,0.31,1,28,2,20,20,15,15,5,25,0,5,7,8,7,8,8,5,6,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,0,7,7,7,6,6,6,7,6,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
0,2,4,18,18,1,18,0,-0.03,0,27,4,20,20,20,20,10,10,0,5,7,7,5,5,5,4,4,2,29,5,2,2,2,1,5,1,2,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,6,14,20,18,24,18,6,30,15,15,20,10,10,8,8,8,8,7,1,7,7,7,7,7,7,7,7,2,6,1,2,17,17,11,28,10,17,7,7,7,8,6,0,1,1,18,18,18,18,10,18,8,8,8,8,7
1,2,4,18,10,10,2,1,-0.05,1,22,2,15,20,20,20,15,10,1,6,5,6,7,6,7,6,4,2,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,1,6,9,9,9,6,6,6,4,2,5,3,3,55,8,14,13,0,10,7,5,6,7,5,4,1,1,50,5,15,20,5,5,8,5,7,6,4
1,2,4,18,15,15,4,0,-0.27,0,26,4,10,20,15,20,20,15,1,7,7,7,7,7,7,7,5,2,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,5,7,8,6,7,7,6,6,2,5,3,3,55,8,14,13,0,10,7,5,6,7,5,4,1,1,50,5,15,20,5,5,8,5,7,6,4
1,2,4,18,1,1,6,0,-0.04,1,28,2,10,10,20,20,20,20,0,8,8,9,8,7,6,6,5,2,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,7,7,8,7,8,7,6,7,2,5,3,3,55,8,14,13,0,10,7,5,6,7,5,4,1,1,50,5,15,20,5,5,8,5,7,6,4
1,2,4,18,6,6,7,0,0.1,0,25,6,20,20,20,20,10,10,0,8,9,10,7,8,8,7,7,2,29,10,2,4,1,2,5,2,2,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6,0,5,6,6,5,6,7,5,6,2,5,3,3,55,8,14,13,0,10,7,5,6,7,5,4,1,1,50,5,15,20,5,5,8,5,7,6,4
